date, pm25, pm10, o3, no2, co
2017/3/23, 58, 21, 28, 10, 2
2017/3/24, 63, 12, 32, 9, 2
2017/3/25, 33, 13, 27, 8, 2
2017/3/26, 36, 23, 24, 15, 3
2017/3/27, 62, 30, 33, 28, 6
2017/3/28, 71, 16, 33, 8, 2
2017/3/29, 32, 16, 34, 14, 2
2017/3/30, 40, 15, 30, 12, 1
2017/3/31, 40, 15, 32, 11, 
2016/10/1, 39, 5, 25, 7, 1
2016/10/2, 24, 7, 24, 9, 1
2016/10/3, 13, 8, 19, 6, 1
2016/10/4, 25, 6, 21, 6, 1
2016/10/5, 14, 5, 20, 8, 2
2016/10/6, 14, 5, 17, 8, 1
2016/10/7, 20, 7, 23, 7, 1
2016/10/8, 31, 7, 19, 10, 2
2016/10/9, 24, 6, 20, 12, 3
2016/10/10, 16, 8, 11, 12, 3
2016/10/11, 34, 7, 11, 6, 2
2016/10/12, 37, 7, 7, 7, 3
2016/10/13, 37, 17, 9, 8, 3
2016/10/14, 62, 21, 8, 12, 3
2016/10/15, 77, 14, 20, 9, 2
2016/10/16, 53, 14, 15, 14, 2
2016/10/17, 50, 11, 18, 14, 2
2016/10/18, 31, 4, 23, 9, 2
2016/10/19, 18, 9, 16, 13, 3
2016/10/20, 23, 15, 14, 15, 4
2016/10/21, 48, 12, 14, 10, 3
2016/10/22, 49, 22, 15, 12, 5
2016/10/23, 75, 23, 6, 12, 3
2016/10/24, 79, 20, 9, 10, 3
2016/10/25, 76, 34, 5, 17, 4
2016/10/26, 101, 27, 9, 18, 4
2016/10/27, 74, 16, 18, 9, 2
2016/10/28, 32, 15, 18, 15, 4
2016/10/29, 34, 25, 6, 18, 6
2016/10/30, 68, 27, 8, 16, 5
2016/10/31, 69, 20, 15, 17, 5
2016/11/1, 53, 5, 17, 12, 3
2016/11/2, 14, 7, 7, 21, 4
2016/11/3, 28, 17, 8, 17, 3
2016/11/4, 57, 10, 15, 14, 3
2016/11/5, 38, 5, 20, 11, 3
2016/11/6, 17, 5, , 11, 2
2016/11/7, 26, 13, 5, 20, 3
2016/11/8, 54, 13, 7, 17, 3
2016/11/9, 56, 9, , 15, 3
2016/11/10, 47, 21, 9, 14, 3
2016/11/11, 75, 33, 6, 16, 3
2016/11/12, 101, 25, 3, 12, 3
2016/11/13, 82, 28, , 16, 4
2016/11/16, 15, 7, 21, 11, 2
2016/11/17, 17, 4, 23, 12, 2
2016/11/18, 13, 7, , 10, 2
2016/11/19, 29, 5, , 6, 1
2016/11/20, 19, 5, , 11, 2
2016/11/21, 23, 6, , 10, 2
2016/11/22, 18, 21, 5, 18, 3
2016/11/23, 57, 8, 19, 10, 2
2016/11/24, 20, 9, 13, 11, 2
2016/11/25, 35, 21, 3, , 4
2016/11/26, 67, 21, 21, , 3
2016/11/27, 40, 10, 19, 12, 2
2016/11/28, 19, 21, 9, 23, 4
2016/11/29, 61, 20, 12, 33, 4
2016/11/30, 54, 19, 14, 13, 2
2016/12/1, 39, 11, 21, 20, 3
2016/12/2, 27, 20, 13, 24, 4
2016/12/3, 44, 22, 11, 20, 4
2016/12/4, 66, 27, 3, 25, 5
2016/12/5, 76, 43, 1, 29, 7
2016/12/6, 116, 27, 1, 28, 4
2016/12/7, 81, 20, 5, 25, 3
2016/12/8, 67, 30, 9, 18, 3
2016/12/9, 89, 30, , 20, 3
2016/12/10, 87, 12, 24, 6, 2
2016/12/11, 31, 19, 10, 20, 4
2016/12/12, 53, 27, 9, 16, 3
2016/12/13, 81, 33, 1, 17, 4
2016/12/14, 86, 22, 2, 20, 3
2016/12/15, 77, 23, 3, 18, 3
2016/12/16, 75, 28, 9, 17, 4
2016/12/17, 82, 19, 10, 16, 3
2016/12/18, 59, 27, 8, 19, 4
2016/12/19, 76, 22, 3, 17, 4
2016/12/20, 73, 23, 6, 17, 3
2016/12/21, 74, 18, 4, 20, 3
2016/12/22, 63, 19, 16, 19, 3
2016/12/23, 56, 19, 26, 5, 2
2016/12/24, 37, 15, 28, 3, 1
2016/12/25, 24, 9, 29, 3, 1
2016/12/26, 17, 20, 26, 11, 2
2016/12/27, 35, 13, 7, 20, 3
2016/12/28, 38, 25, 3, 19, 3
2016/12/29, 78, 32, 1, 25, 4
2016/12/30, 95, 37, 1, 20, 4
2016/12/31, 103, 49, 5, 16, 4
2017/1/1, 124, 14, 21, 16, 3
2016/7/1, 26, 13, 26, 3, 1
2016/7/2, 21, 9, 24, 4, 1
2016/7/3, 22, 12, 29, 10, 1
2016/7/4, 33, 11, 26, 6, 1
2016/7/5, 31, 6, 23, 5, 1
2016/7/6, 11, 11, 36, 11, 1
2016/7/7, 33, 13, 17, 11, 1
2016/7/8, 39, 18, 23, 8, 1
2016/7/9, 39, 9, 27, 6, 1
2016/7/10, 26, 15, 24, 5, 1
2016/7/11, 27, 12, 24, 5, 1
2016/7/12, 26, 11, 24, 7, 1
2016/7/13, 28, 8, 22, 5, 
2016/7/14, 17, 9, 30, 5, 1
2016/7/15, 20, 12, 16, 5, 1
2016/7/16, 26, 9, 23, 5, 1
2016/7/17, 24, 13, 33, 9, 1
2016/7/18, 36, 18, 65, 11, 2
2016/7/19, 49, 19, 60, 7, 1
2016/7/20, 47, 30, 39, 9, 1
2016/7/21, 64, 28, 41, 9, 1
2016/7/22, 74, 19, 35, 4, 1
2016/7/23, 59, 24, 34, 6, 1
2016/7/24, 60, 12, 25, 5, 1
2016/7/25, 28, 14, 29, 7, 1
2016/7/26, 31, 16, 22, 7, 1
2016/7/27, 28, 11, 24, 10, 
2016/7/28, 40, 10, 24, 5, 
2016/7/29, 28, 8, 27, 5, 1
2016/7/30, 14, 4, 23, 4, 1
2016/7/31, 18, 8, 27, 5, 1
2016/8/1, 22, 6, 16, 7, 1
2016/8/2, 27, 6, 17, 6, 1
2016/8/3, 13, 15, 26, 4, 1
2016/8/4, 29, 8, 26, 6, 2
2016/8/5, 20, 13, 27, 8, 1
2016/8/6, 32, 13, 15, 7, 1
2016/8/7, 33, 14, 25, 3, 
2016/8/8, 29, 11, 19, 8, 1
2016/8/9, 19, 7, 19, 6, 1
2016/8/10, 12, 7, 13, 8, 1
2016/8/11, 19, 10, 15, 5, 1
2016/8/12, 24, 13, 22, 5, 1
2016/8/13, 25, 8, 21, 7, 1
2016/8/14, 24, 7, 25, 6, 1
2016/8/15, 16, 7, 27, 4, 1
2016/8/16, 17, 8, 32, 5, 1
2016/8/17, 25, 11, 35, 6, 1
2016/8/18, 32, 25, 35, 10, 1
2016/8/19, 73, 12, 27, 4, 1
2016/8/20, 38, 7, 23, 3, 1
2016/8/21, 16, 17, 23, 6, 1
2016/8/22, 31, 17, 31, 11, 4
2016/8/23, 31, 22, 59, 12, 3
2016/8/24, 62, 22, 66, 13, 3
2016/8/25, 67, 27, 33, 10, 3
2016/8/26, 74, 10, 34, 5, 2
2016/8/27, 36, 23, 27, 6, 2
2016/8/28, 64, 8, 26, 7, 2
2016/8/29, 17, 15, 28, 13, 2
2016/8/30, 37, 20, 39, 11, 2
2016/8/31, 58, 20, 23, 10, 2
2016/9/1, 51, 20, 20, 11, 2
2016/9/2, 41, 10, 20, 7, 2
2016/9/3, 23, 8, 26, 3, 1
2016/9/4, 16, 7, 24, 5, 1
2016/9/5, 17, 12, 11, 11, 2
2016/9/6, 39, 18, 42, 11, 3
2016/9/7, 57, 19, 40, 12, 2
2016/9/8, 56, 19, 20, 12, 2
2016/9/9, 29, , , , 
2016/9/12, 47, 23, 57, 16, 2
2016/9/13, 62, 32, 50, 14, 3
2016/9/14, 73, 40, 45, 10, 3
2016/9/15, 89, 13, 22, 7, 1
2016/9/16, 47, 15, 21, 8, 2
2016/9/17, 51, 10, 26, 5, 2
2016/9/18, 30, 11, 21, 8, 1
2016/9/19, 17, 11, 29, 8, 
2016/9/20, 26, 16, 30, 10, 
2016/9/21, 41, 30, 20, 17, 2
2016/9/22, 66, 20, 28, 13, 1
2016/9/23, 52, 17, 37, 13, 1
2016/9/24, 39, 16, 29, 7, 1
2016/9/25, 46, 18, 18, 12, 2
2016/9/26, 23, 21, 17, 17, 2
2016/9/27, 39, 22, 23, 7, 1
2016/9/28, 40, 22, 18, 9, 1
2016/9/29, 46, 9, 22, 10, 1
2016/9/30, 21, 13, 19, 11, 1
2016/4/1, 24, 21, 24, 17, 2
2016/4/2, 67, 20, 28, 9, 2
2016/4/3, 63, 13, 26, 11, 2
2016/4/4, 45, 10, 29, 14, 2
2016/4/5, 39, 16, 28, 12, 2
2016/4/6, 39, 8, 26, 6, 2
2016/4/7, 14, 6, 29, 10, 2
2016/4/8, 23, 19, 34, 12, 2
2016/4/9, 63, 9, 33, 6, 2
2016/4/10, 35, 18, 32, 6, 2
2016/4/11, 61, 6, 32, 7, 2
2016/4/12, 29, 13, 26, 14, 2
2016/4/13, 49, 25, 28, 22, 2
2016/4/14, 76, 13, 30, 11, 2
2016/4/15, 47, 4, 33, 5, 1
2016/4/16, 17, 4, 31, 6, 1
2016/4/17, 12, 9, 31, 12, 2
2016/4/18, 25, 14, 29, 8, 1
2016/4/19, 27, 17, 33, 10, 1
2016/4/20, 31, 16, 32, 8, 1
2016/4/21, 33, 11, 30, 8, 1
2016/4/22, 23, 5, 31, 6, 1
2016/4/23, 12, 3, 29, 7, 1
2016/4/24, 11, 5, 28, 10, 2
2016/4/25, 12, 4, 30, 9, 2
2016/4/26, 11, 4, 33, 8, 2
2016/4/27, 11, 6, 31, 12, 2
2016/4/28, 17, 7, 29, 9, 2
2016/4/29, 22, 8, 34, 8, 2
2016/4/30, 18, 11, 36, 8, 2
2016/5/1, 29, 10, 30, 15, 2
2016/5/2, 34, 8, 32, 6, 1
2016/5/3, 20, 17, 37, 10, 2
2016/5/4, 40, 12, 43, 7, 2
2016/5/5, 33, 18, 46, 8, 2
2016/5/6, 48, 38, 62, 11, 3
2016/5/7, 56, 14, 55, 4, 2
2016/5/8, 37, 13, 49, 5, 2
2016/5/9, 33, 15, 39, 9, 2
2016/5/10, 43, 15, 47, 9, 2
2016/5/11, 49, 18, 53, 8, 2
2016/5/12, 51, 16, 37, 7, 1
2016/5/13, 40, 11, 34, 5, 1
2016/5/14, 20, 7, 32, 6, 1
2016/5/15, 19, 4, 31, 7, 1
2016/5/16, 14, 13, 39, 10, 1
2016/5/17, 35, 16, 30, 11, 2
2016/5/18, 48, 17, 33, 9, 2
2016/5/19, 59, 11, 29, 7, 1
2016/5/20, 39, 14, 28, 8, 1
2016/5/21, 43, 8, 20, 8, 2
2016/5/22, 36, 7, 28, 8, 1
2016/5/23, 36, 13, 26, 5, 1
2016/5/24, 22, 7, 22, 8, 1
2016/5/25, 22, 19, 30, 11, 2
2016/5/26, 58, 23, 37, 9, 1
2016/5/27, 75, 24, 41, 8, 2
2016/5/28, 80, 22, 34, 7, 2
2016/5/29, 73, 21, 30, 8, 1
2016/5/30, 63, 14, 35, 6, 1
2016/5/31, 47, 30, 34, 10, 2
2016/6/1, 85, 26, 28, 7, 1
2016/6/2, 51, 21, 23, 15, 3
2016/6/3, 63, 35, 45, 13, 2
2016/6/4, 95, 16, 34, 5, 1
2016/6/5, 49, 16, 35, 6, 1
2016/6/6, 36, 16, 33, 7, 1
2016/6/7, 35, 15, 29, 9, 1
2016/6/8, 41, 19, 35, 8, 1
2016/6/9, 32, 17, 35, 11, 1
2016/6/10, 40, 13, 35, 6, 1
2016/6/11, 40, 14, 38, 6, 1
2016/6/12, 46, 7, 26, 7, 1
2016/6/13, 30, 11, 24, 7, 1
2016/6/14, 33, 10, 16, 9, 1
2016/6/15, 28, 11, 22, 8, 1
2016/6/16, 32, 14, 29, 10, 2
2016/6/17, 41, 6, 26, 5, 1
2016/6/18, 21, 15, 33, 4, 1
2016/6/19, 29, 9, 24, 8, 1
2016/6/20, 29, 11, 14, 10, 2
2016/6/21, 29, 8, 27, 9, 1
2016/6/22, 21, 10, 28, 12, 2
2016/6/23, 32, 21, 29, 8, 2
2016/6/24, 61, 14, 25, 7, 1
2016/6/25, 38, 9, 30, 6, 1
2016/6/26, 28, 11, 24, 7, 1
2016/6/27, 31, 16, 28, 10, 1
2016/6/28, 42, 12, 25, 5, 1
2016/6/29, 30, 9, 20, 7, 1
2016/6/30, 21, 11, 17, 7, 1
2016/1/4, 31, 16, 16, 13, 2
2016/1/5, 43, 55, 1, 15, 5
2016/1/6, 148, 21, 21, 12, 3
2016/1/7, 60, 15, 30, 13, 2
2016/1/8, 27, 15, 17, 12, 2
2016/1/9, 44, 6, 28, 6, 2
2016/1/10, 20, 9, 20, 14, 2
2016/1/11, 26, 8, , 9, 2
2016/1/12, 16, 9, 16, 14, 2
2016/1/13, 15, 10, 18, 15, 2
2016/1/14, 24, 15, 15, 18, 3
2016/1/15, 51, 10, 27, 11, 2
2016/1/16, 18, 11, 25, 13, 2
2016/1/17, 20, 20, 11, 22, 3
2016/1/18, 59, 27, 1, 29, 4
2016/1/19, 75, 11, 15, 25, 4
2016/1/20, 31, 26, 1, 28, 4
2016/1/21, 84, 27, 6, 23, 3
2016/1/22, 87, 27, 17, 15, 2
2016/1/23, 45, 18, 15, 10, 2
2016/1/24, 58, 15, 9, 15, 2
2016/1/25, 55, 15, 24, 11, 1
2016/1/26, 32, 6, 27, 7, 1
2016/1/27, 21, 12, 27, 9, 1
2016/1/28, 23, 11, 26, 8, 1
2016/1/29, 22, 7, 28, 5, 
2016/1/30, 18, 7, 28, 6, 
2016/1/31, 17, 13, 30, 7, 1
2016/2/1, 31, 18, 30, 5, 1
2016/2/2, 37, 9, 28, 8, 2
2016/2/3, 19, 9, 22, 13, 2
2016/2/4, 17, 13, 13, 17, 2
2016/2/5, 32, 7, 23, 6, 2
2016/2/6, 30, 5, 24, 4, 1
2016/2/7, 15, 13, 28, 6, 1
2016/2/8, 28, 12, 29, 12, 2
2016/2/9, 29, 7, 26, 10, 2
2016/2/10, 15, 11, 24, 15, 2
2016/2/11, 17, 20, 11, 22, 3
2016/2/12, 64, 23, 10, 15, 3
2016/2/13, 77, 16, 23, 8, 3
2016/2/14, 68, 11, 26, 11, 2
2016/2/15, 22, 12, 16, 23, 3
2016/2/16, 31, 24, 9, 21, 3
2016/2/17, 71, 27, 6, 23, 3
2016/2/18, 86, 16, 20, 21, 3
2016/2/19, 56, 8, 25, 6, 1
2016/2/20, 26, 6, 28, 3, 1
2016/2/21, 15, 12, 28, 9, 1
2016/2/22, 19, 6, 23, 13, 2
2016/2/23, 11, 7, 22, 16, 2
2016/2/24, 19, 5, 26, 15, 2
2016/2/25, 15, 14, 21, 22, 3
2016/2/26, 44, 21, 25, 14, 2
2016/2/27, 66, 12, 29, 10, 2
2016/2/28, 45, 8, 28, 12, 2
2016/2/29, 27, 23, 14, 18, 2
2016/3/1, 75, 10, 28, 9, 1
2016/3/2, 23, 8, 26, 15, 2
2016/3/3, 21, 11, 17, 19, 3
2016/3/4, 38, 15, 20, 27, 4
2016/3/5, 51, 21, 18, 17, 3
2016/3/6, 62, 3, 28, 14, 2
2016/3/7, 11, 6, 27, 14, 2
2016/3/8, 19, 16, 24, 11, 2
2016/3/9, 56, 30, 20, 15, 2
2016/3/10, 92, 42, 11, 14, 3
2016/3/11, 120, 28, , , 3
2016/3/12, 84, 18, , 7, 2
2016/3/13, 62, 23, , 9, 2
2016/3/14, 70, 16, 14, 13, 2
2016/3/15, 57, 15, 25, 10, 2
2016/3/16, 51, 23, 27, 13, 2
2016/3/17, 71, 10, 25, 11, 2
2016/3/18, 29, 14, 30, 6, 2
2016/3/19, 21, 11, 29, 8, 2
2016/3/20, 19, 17, 27, 14, 2
2016/3/21, 41, 14, 25, 13, 2
2016/3/22, 37, 6, 25, 11, 2
2016/3/23, 15, 27, 20, 14, 2
2016/3/24, 82, 11, 27, 13, 2
2016/3/25, 25, 17, 15, 15, 2
2016/3/26, 50, 4, 29, 3, 1
2016/3/27, 14, 8, 29, 4, 1
2016/3/28, 15, 8, 32, 8, 1
2016/3/29, 13, 9, 29, 9, 1
2016/3/30, 14, 19, 27, 17, 3
2016/3/31, 45, 11, 31, 9, 2
2015/10/1, 47, 27, 18, 15, 2
2015/10/2, 69, 38, 11, 16, 3
2015/10/3, 98, 45, 20, 17, 3
2015/10/4, 126, 28, 10, 15, 3
2015/10/5, 82, 15, 7, 11, 1
2015/10/6, 50, 10, 8, 11, 1
2015/10/7, 34, 13, 18, 7, 1
2015/10/8, 25, 17, 20, 13, 2
2015/10/9, 43, 25, 20, 10, 1
2015/10/10, 66, 23, 24, 7, 2
2015/10/11, 60, 22, 19, 10, 1
2015/10/12, 55, 26, 19, 12, 1
2015/10/13, 69, 14, 12, 13, 2
2015/10/14, 40, 22, 8, 13, 3
2015/10/15, 67, 28, 9, 14, 3
2015/10/16, 79, 11, 12, 11, 3
2015/10/17, 45, 20, 3, 12, 5
2015/10/18, 60, 25, 11, 13, 3
2015/10/19, 70, 13, 15, 17, 2
2015/10/20, 31, 15, 10, 17, 2
2015/10/21, 40, 10, 19, 9, 1
2015/10/22, 39, 18, 12, 14, 2
2015/10/23, 35, 19, 14, 12, 1
2015/10/24, 53, 14, 20, 11, 1
2015/10/25, 26, 21, 10, 13, 2
2015/10/26, 53, 29, 3, 16, 3
2015/10/27, 73, 30, , 16, 3
2015/10/28, 81, 23, 7, 16, 2
2015/10/29, 64, 23, 4, 18, 2
2015/10/30, 60, 35, 4, 13, 3
2015/10/31, 88, 38, , 13, 5
2015/11/1, 101, 32, 1, 17, 6
2015/11/2, 89, 31, 1, 19, 4
2015/11/3, 76, 14, 7, 18, 2
2015/11/4, 44, 21, 6, 14, 2
2015/11/5, 62, 9, 15, 11, 1
2015/11/6, 34, 10, 19, 6, 1
2015/11/7, 27, 15, 19, 6, 1
2015/11/8, 39, 17, 28, 7, 1
2015/11/9, 31, 20, 27, 5, 1
2015/11/10, 42, 18, 22, 9, 1
2015/11/11, 40, 15, 22, 11, 1
2015/11/12, 31, 16, 27, 7, 1
2015/11/13, 38, 9, 28, 4, 1
2015/11/14, 18, 17, 23, 2, 1
2015/11/15, 37, 14, 26, 8, 1
2015/11/16, 29, 11, 27, 8, 1
2015/11/17, 24, 18, 28, 4, 1
2015/11/18, 36, 15, 26, 5, 1
2015/11/19, 29, 10, 23, 8, 1
2015/11/20, 16, 4, 23, 6, 1
2015/11/21, 11, 4, 21, 11, 1
2015/11/22, 15, 8, 17, 18, 2
2015/11/23, 16, 13, 12, 17, 2
2015/11/24, 41, 9, 13, 17, 2
2015/11/25, 19, 12, 15, 20, 2
2015/11/26, 18, 18, 10, 22, 2
2015/11/27, 50, 9, 25, 7, 1
2015/11/28, 22, 17, 28, 3, 1
2015/11/29, 31, 14, 28, 7, 1
2015/11/30, 23, 10, 26, 16, 2
2015/12/1, 22, 13, 27, 11, 1
2015/12/2, 28, 17, 14, 16, 2
2015/12/3, 49, 14, 21, 9, 1
2015/12/4, 28, 14, 20, 7, 1
2015/12/5, 30, 11, 24, 6, 1
2015/12/6, 39, 20, 13, 14, 2
2015/12/7, 56, 17, 8, 15, 2
2015/12/8, 57, 17, 24, 14, 1
2015/12/9, 30, 16, 12, 14, 2
2015/12/10, 44, 12, 24, 10, 1
2015/12/11, 32, 15, 27, 11, 1
2015/12/12, 27, 11, 23, 9, 2
2015/12/13, 24, 26, 4, 16, 2
2015/12/14, 76, 32, , 19, 3
2015/12/15, 86, 15, 24, 14, 2
2015/12/16, 45, 24, 17, 15, 2
2015/12/17, 53, 23, 11, 16, 1
2015/12/18, 48, 21, 14, 11, 2
2015/12/19, 62, 20, 13, 8, 1
2015/12/20, 54, 7, 26, 5, 1
2015/12/21, 15, 9, 20, 7, 1
2015/12/22, 21, 15, 25, 10, 1
2015/12/23, 30, 14, 27, 8, 1
2015/12/24, 40, 12, 27, 6, 1
2015/12/25, 26, 9, 21, 5, 1
2015/12/26, 30, 34, 17, 7, 1
2015/12/27, 64, 31, 8, 16, 2
2015/12/28, 65, 15, 5, 16, 2
2015/12/29, 52, 12, 16, 9, 1
2015/12/30, 36, , , , 
2016/1/2, 54, 6, 22, 5, 1
2016/1/3, 19, 10, 20, 14, 2
2015/7/1, 48, 22, 87, 9, 2
2015/7/2, 71, 32, 56, 13, 
2015/7/8, 20, 11, 22, 7, 1
2015/7/9, 20, 13, 42, 9, 2
2015/7/10, 29, 24, 52, 8, 2
2015/7/11, 58, 16, 23, 4, 1
2015/7/12, 33, 13, 22, 6, 
2015/7/13, 32, 10, 29, 5, 
2015/7/14, 18, 12, 20, 8, 1
2015/7/15, 40, 11, 39, 9, 1
2015/7/16, 37, 22, 32, 7, 1
2015/7/17, 55, 11, 31, 4, 1
2015/7/18, 19, 11, 31, 6, 1
2015/7/19, 33, 13, 21, 9, 1
2015/7/20, 27, 9, 29, 4, 
2015/7/21, 20, 12, 30, 6, 
2015/7/22, 24, 9, 29, 5, 
2015/7/23, 18, 15, 42, 8, 
2015/7/24, 39, 16, 31, 4, 
2015/7/25, 45, 11, 30, 5, 
2015/7/26, 21, 10, 26, 4, 
2015/7/27, 23, 10, 25, 4, 
2015/7/28, 19, 5, 24, 4, 
2015/7/29, 12, 12, 24, 5, 
2015/7/30, 13, 9, 31, 7, 
2015/7/31, 19, 13, 43, 6, 
2015/8/1, 27, 23, 57, 11, 1
2015/8/2, 58, 17, 43, 8, 
2015/8/3, 36, 15, 31, 10, 
2015/8/4, 25, 19, 44, 7, 
2015/8/5, 33, 19, 32, 10, 
2015/8/6, 43, 18, 27, 10, 
2015/8/7, 31, 13, 32, 4, 
2015/8/8, 35, 12, 40, 5, 
2015/8/9, 24, 19, 27, 12, 2
2015/8/10, 42, 15, 18, 11, 2
2015/8/11, 35, 13, 26, 6, 2
2015/8/12, 34, 20, 42, 6, 2
2015/8/13, 46, 14, 39, 7, 2
2015/8/14, 44, 10, 26, 7, 2
2015/8/15, 32, 10, 22, 5, 1
2015/8/16, 20, 6, 20, 11, 2
2015/8/17, 14, 6, 22, 7, 1
2015/8/18, 12, 21, 27, 9, 2
2015/8/19, 55, 23, 39, 11, 2
2015/8/20, 56, 18, 31, 7, 2
2015/8/21, 43, 26, 56, 9, 2
2015/8/22, 64, 26, 47, 4, 2
2015/8/23, 63, 11, 26, 7, 2
2015/8/24, 39, 8, 26, 4, 1
2015/8/25, 12, 8, 24, 6, 1
2015/8/26, 17, 8, 19, 9, 1
2015/8/27, 16, 8, 17, 7, 1
2015/8/28, 21, 13, 23, 10, 2
2015/8/29, 25, 17, 33, 9, 2
2015/8/30, 46, 17, 23, 16, 12
2015/8/31, 55, 10, 26, 7, 17
2015/9/1, 16, 8, 27, 8, 1
2015/9/2, 14, 7, 23, 12, 6
2015/9/3, 10, 7, 23, 7, 5
2015/9/4, 13, 8, 23, 6, 1
2015/9/5, 16, 10, 24, 6, 1
2015/9/6, 15, 7, 19, 10, 1
2015/9/7, 11, 9, 21, 10, 2
2015/9/8, 14, 10, 25, 8, 1
2015/9/9, 22, 10, 25, 8, 1
2015/9/10, 21, 13, 28, 8, 1
2015/9/11, 43, 23, 22, 11, 2
2015/9/12, 58, 13, 24, 7, 2
2015/9/13, 28, 13, 19, 9, 2
2015/9/14, 34, 7, 20, 7, 1
2015/9/15, 9, 7, 12, 11, 2
2015/9/16, 20, 9, 21, 9, 1
2015/9/17, 21, 17, 27, 12, 2
2015/9/18, 42, 12, 27, 10, 2
2015/9/19, 26, 14, 29, 10, 2
2015/9/20, 26, 23, 27, 14, 2
2015/9/21, 52, 15, 20, 14, 2
2015/9/22, 42, 10, 17, 14, 3
2015/9/23, 24, 12, 12, 14, 2
2015/9/24, 24, 15, 18, 12, 3
2015/9/25, 32, 14, 26, 11, 4
2015/9/26, 33, 9, 27, 9, 2
2015/9/27, 18, 8, 23, 12, 2
2015/9/28, 20, 3, 22, 10, 2
2015/9/29, 34, , 21, 9, 2
2015/9/30, 29, 15, 25, 12, 2
2015/4/2, 27, 15, 27, 9, 
2015/4/3, 33, 14, 29, 7, 
2015/4/4, 32, 10, 30, 10, 
2015/4/5, 25, 10, 30, 10, 
2015/4/6, 27, 9, 31, 9, 
2015/4/7, 46, 14, 20, 19, 
2015/4/8, 69, 25, 22, 21, 
2015/4/9, 69, 26, 24, 15, 3
2015/4/10, 87, 47, 33, 19, 2
2015/4/14, 54, 22, 30, 15, 2
2015/4/15, 59, 26, 37, 17, 2
2015/4/16, 33, 13, 30, 8, 2
2015/4/17, 21, 9, 32, 7, 2
2015/4/19, 35, 14, 35, 9, 2
2015/4/20, 45, 19, 35, 11, 2
2015/4/21, 42, 17, 30, 12, 2
2015/4/22, 53, 24, 29, 11, 2
2015/5/5, 43, 17, 36, 5, 1
2015/5/6, 25, 12, 31, 6, 1
2015/6/15, 106, 102, 32, 3, 1
2015/6/16, 66, 14, 29, 10, 2
2015/6/17, 13, 17, 33, 11, 2
2015/6/18, 798, , 24, 9, 1
2015/6/19, 20, 11, 24, 8, 1
2015/6/20, 15, 7, 24, 7, 2
2015/6/21, 46, 15, 22, 6, 2
2015/6/22, 19, 9, 24, 8, 1
2015/6/23, 28, 13, 22, 9, 1
2015/6/24, 32, 15, 34, 7, 2
2015/6/25, 41, 17, 34, 11, 2
2015/6/26, 38, 15, 13, 13, 
2015/6/29, 27, 15, 22, 9, 2
2015/6/30, 42, 17, 43, 9, 2
2015/1/1, 130, 18, 27, 1, 
2015/1/2, 69, 15, 27, 7, 
2015/1/3, 34, 16, 23, 10, 
2015/1/4, 27, 23, 4, 21, 
2015/1/5, 54, 24, 3, 22, 
2015/1/6, 73, 18, 13, 15, 
2015/1/7, 56, 15, 21, 6, 
2015/1/8, 49, 16, 24, 3, 
2015/1/9, 36, 15, 28, 1, 
2015/1/10, 36, 18, 29, 1, 
2015/1/11, 37, 18, 27, 3, 
2015/1/12, 38, 9, 22, 6, 
2015/1/13, 25, 8, 23, 6, 
2015/1/15, 22, 7, 27, , 
2015/1/17, 30, 17, 13, 8, 
2015/1/18, 39, 17, 5, 22, 
2015/1/19, 57, 25, 6, 20, 
2015/1/20, 58, 35, 1, 23, 
2015/1/21, 97, 34, 7, 13, 
2015/1/22, 99, 34, 5, 18, 
2015/1/23, 90, 35, 20, 16, 
2015/1/24, 93, 22, 15, 14, 
2015/1/25, 48, 20, 18, 11, 
2015/1/26, 49, 19, 22, 12, 
2015/1/27, 37, 17, 25, 7, 
2015/1/28, 47, 12, 25, 9, 
2015/1/29, 25, 10, 18, 20, 
2015/1/31, 27, 12, 19, 17, 
2015/2/1, 34, 10, 23, 15, 
2015/2/2, 24, 10, 18, 19, 
2015/2/3, 20, 13, 16, 22, 
2015/2/4, 30, 11, 14, 15, 
2015/2/5, 36, 18, 14, 12, 
2015/2/6, 52, 23, 20, 18, 
2015/2/7, 72, 28, 28, 9, 
2015/2/8, 52, 20, 21, 14, 
2015/2/9, 48, 12, 24, 17, 
2015/2/10, 24, 18, 25, 12, 
2015/2/11, 42, 41, 3, 22, 
2015/2/12, 100, 47, 9, 25, 
2015/2/13, 126, 32, 14, 22, 
2015/2/14, 94, 39, 14, 20, 
2015/2/15, 93, 62, 9, 24, 
2015/2/16, 155, 48, 20, 21, 
2015/2/17, 141, 24, 14, 24, 
2015/2/18, 52, 36, 3, 16, 
2015/2/19, 83, 27, 1, 15, 
2015/2/20, 84, 10, , 13, 
2015/2/21, 43, 12, , 14, 
2015/2/22, 35, 13, 26, 9, 
2015/2/23, 41, 12, 28, 8, 
2015/2/24, 31, 17, 21, 17, 
2015/2/25, 35, 22, 13, 19, 
2015/2/26, 60, 18, 28, 12, 
2015/2/27, 51, 20, 28, 15, 
2015/2/28, 45, 15, 30, 5, 
2015/3/1, 43, 15, 31, 6, 
2015/3/2, 29, 15, 26, 12, 
2015/3/3, 30, 17, 27, 8, 
2015/3/4, 27, 21, 22, 13, 
